dialogue_id,conversation,turn_services,intent,service_calls
1_00024,"USER:I will be going to eat with a friend what expensive restaurants do you recommend?
SYSTEM:What type of cuisine do you want? Mexican, Chinese or which one?
USER:I want something with Fish but make it an average priced restaurant.
SYSTEM:In what city do you want to look for?
USER:I want to eat in Burlingame.
SYSTEM:There are 2 possible restaurants. One of them is Grand Harbor located in Burlingame.
USER:That sounds great. Please make a reservation.
SYSTEM:At what time do you want to go?
USER:At quarter to 1 in the afternoon.
SYSTEM:Please confirm: Booking a table for 2 people at 12:45 pm for today at the Grand Harbor in Burlingame.
USER:Yes, that is correct. Do you have the phone number?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Burlingame', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Grand Harbor', 'time': '12:45'}}]"
1_00027,"USER:Can you help me find somewhere to eat?
SYSTEM:Sure, what kind of food are you in the mood for, and in which city?
USER:Search in Cupertino for Dumplings.
SYSTEM:Cupertino has a dumpling restaurant called A Plus Cafe.
USER:Is it expensive, and do they serve alcohol?
SYSTEM:It's inexpensive, and yes, they serve alcohol.
USER:Can you look for another place to eat in Santa Clara?
SYSTEM:There's a nice place in Santa Clara called Chef Ming's.
USER:Can you suggest something in the moderate price range?
SYSTEM:How about China Stix in Santa Clara?
USER:Great, can you make a reservation on the 7th of this month?
SYSTEM:Yes, what time should I make it?
USER:How about 7:30 pm.
SYSTEM:Can you confirm the details for me? You're booking a table for 2 next Thursday at 7:30 pm at China Stix in Santa Clara.
USER:Yes, that's right. Do they serve alcohol?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Santa Clara', 'date': '2019-03-07', 'party_size': '2', 'restaurant_name': 'China Stix', 'time': '19:30'}}]"
1_00028,"USER:Hey! Today feeling so tired... Wish to have some food outside in a good restaurant... Can you find me one?
SYSTEM:Yup! What kind of food do you like to have - Chinese, American, Italian etc? Which city you would prefer to have your lunch?
USER:I would love to taste some Seafood in San Mateo. Please find some good hotels.
SYSTEM:Please give me a moment. There are 9 restaurants with good rating and the top among them is Andes Cafe San Mateo located in San Mateo. Would you prefer to have your lunch here?
USER:How much they charge? Can I have their street address?
SYSTEM:They are located at 2317 South El Camino Real and their price range is neither costlier nor cheap, but only moderate.
USER:Yup, that works. Please can you reserve at this restaurant?
SYSTEM:Sure! At what time you wish to make your reservation?
USER:Probably at quarter past 1 in the afternoon.
SYSTEM:Okay! Confirm me the details that you wish to book a table at Andes Cafe San Mateo in San Mateo at 1:15 pm by today and the reservation would be for 2 persons, right?
USER:Yup! sounds good. I've a question... Did liquor is provided at this restaurant?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Mateo', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Andes Cafe San Mateo', 'time': '13:15'}}]"
1_00029,"USER:I'm looking for somewhere in Dublin to have a meal and a drink.
SYSTEM:What kind of food do you want to eat?
USER:I feel like a burger.
SYSTEM:I found 2 restaurants. One is the Black Angus Steakhouse in Dublin.
USER:Do you have anything else?
SYSTEM:Hot Crab is also located in Dublin.
USER:Do they have live music? What's the price range?
SYSTEM:The price range is moderate, there are no live music options.
USER:Oh okay. Yeah sure that's fine.
SYSTEM:Is there anything else?
USER:I'd like to make a reservation.
SYSTEM:Sure, what time?
USER:5 pm please. There's 3 people in the group.
SYSTEM:Okay. Please confirm that you'd like a booking for 3 at Hot Crab in Dublin today at 5 pm.
USER:Yeah that works fine. What's their address and phone number?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Dublin', 'date': '2019-03-01', 'party_size': '3', 'restaurant_name': 'Hot Crab', 'time': '17:00'}}]"
1_00032,"USER:I'm planning on going out to eat later on. Can you help me find a place to eat at?
SYSTEM:What sort of food do you want to eat and which city should I look in?
USER:I'd like to go to a restaurant in Martinez that serves Thai food.
SYSTEM:Okay, I found 1 nice restaurant in Martinez called Lemongrass Bistro.
USER:What's their phone number and do they serve alcohol?
SYSTEM:Their number is 925-387-0388 and they don't serve alcohol.
USER:Okay, great. I want to make a reservation please.
SYSTEM:When should I make it for?
USER:Make the reservation for 7 pm.
SYSTEM:Alright, please confirm that you'd like me to book a table for 2 at Lemongrass Bistro in Martinez for today at 7 pm.
USER:No, make it for 1 person on next Monday please.
SYSTEM:Okay, so you'd like a reservation for 1 person on next Monday, right?
USER:Yup, that's right. Can you tell me if they have a live band?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Martinez', 'date': '2019-03-04', 'party_size': '1', 'restaurant_name': 'Lemongrass Bistro', 'time': '19:00'}}]"
1_00033,"USER:I am looking for an intermediate priced eating place in the nearby area.
SYSTEM:What is your preference in regards to city and type of cuisine? You can say something like Italian, American or anything else.
USER:Any place in Pleasanton which serves Ramen kind of food and also alcohol will be ideal.
SYSTEM:There is a nice restaurant called Meiko Sushi in Pleasanton.
USER:That is good a good choice. Please make a reservation for six people for 3rd of March.
SYSTEM:What is the time for Reservation?
USER:Reserve it for Twelve pm.
SYSTEM:So, a table reservation at Meiko Sushi in Pleasanton will be for 12 pm on the day after tomorrow for 6 people. Please confirm the aforementioned details.
USER:Yes that is good.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Pleasanton', 'date': '2019-03-03', 'party_size': '6', 'restaurant_name': 'Meiko Sushi', 'time': '12:00'}}]"
1_00036,"USER:Will you find me a place to eat?
SYSTEM:Which city?
USER:Palo Alto.
SYSTEM:What kind of food?
USER:Brazilian.
SYSTEM:I found Pampas in Palo Alto.
USER:Great. Please make a reservation.
SYSTEM:What time?
USER:Quarter past 5 in the evening.
SYSTEM:Please confirm a table at Pampas in Palo Alto at 5:15 pm for 2 people today.
USER:No, change it to evening 6:15.
SYSTEM:Okay. A table at Pampas at 6:15 pm.
USER:Great. How pricey? What's their number?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Palo Alto', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Pampas', 'time': '18:15'}}]"
1_00038,"USER:I want to eat out at an intermediate priced location, can you find me some options?
SYSTEM:What food do you fancy? Is there anywhere you particularly want to go?
USER:I want to go to Milpitas. Spicy Indian food sounds perfect.
SYSTEM:I found 4 restaurants- how about Anjappar Chettinad Restaurant in Milpitas?
USER:Is there live music? What's the contact number?
SYSTEM:The contact number is 408-435-5500, but they don't have live music.
USER:Well, it works for me, can you make a reservation for 4 people at 1 o""clock in the afternoon?
SYSTEM:So I'll book a table for 4 at Anjappar Chettinad Restaurant in Milpitas for 1 pm today. Is that okay?
USER:No, actually I want it for 3 people, and at evening 7:45.
SYSTEM:I've updated the reservation for 3 people, at 7:45 pm. Is that okay?
USER:Yes, that sounds good.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Milpitas', 'date': '2019-03-01', 'party_size': '3', 'restaurant_name': 'Anjappar Chettinad Restaurant', 'time': '19:45'}}]"
1_00039,"USER:I am planning to go out for dinner. Can you find me restaurants nearby?
SYSTEM:Do you have a specific area in mind where you would like to eat.
USER:I would like to eat in Milpitas and the restaurant should be in the moderate price range.
SYSTEM:Is there a particular cuisine you would like?
USER:I am looking for restaurants that offer Take-out.
SYSTEM:There are 2 restaurants in Milpitas I have found. The Olive Garden Italian Restaurant meets your criteria.
USER:What is the other restaurant you mentioned?
SYSTEM:The other restaurant in Milpitas is Red Chillies The Malabar Cuisine.
USER:Where are they located?
SYSTEM:They are located at 167 South Main Street.
USER:I like that location. I would like to make a reservation at Red Chillies The Malabar Cuisine.
SYSTEM:At what time would you like the reservation?
USER:The reservation needs to be at 11 am.
SYSTEM:The reservation is for today at Red Chillies The Malabar Cuisine at 11 am in Milpitas. The reservation is for 2 people. Is this correct?
USER:The reservation should be for March 14th.
SYSTEM:The reservation is in Milpitas on March 14th. Is this correct?
USER:Please make the reservation for 18:00.
SYSTEM:The reservation is for March 14th and 6 pm. Is this correct?
USER:Yes, that is correct.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Milpitas', 'date': '2019-03-14', 'party_size': '2', 'restaurant_name': 'Red Chillies The Malabar Cuisine', 'time': '18:00'}}]"
1_00042,"USER:I'm on a budget and I am looking for a cafe that is not very costly.
SYSTEM:What type of food are you in the mood for? How about Italian, Indian, something else?
USER:I am really hungry for Pizza and Pasta.
SYSTEM:Where would you like to eat at, what city?
USER:I have to have something in San Francisco.
SYSTEM:I have a good option, try 54 Mint Ristorante Italiano in San Francisco.
USER:Yes, please get me a reservation there.
SYSTEM:when would you like to eat?
USER:Please reserve at quarter past 5 in the evening.
SYSTEM:Let me clarify your plans: You want a table at 54 Mint Ristorante Italiano in San Francisco at 5:15 pm. today for 2?
USER:Yes, exactly please.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': '54 Mint Ristorante Italiano', 'time': '17:15'}}]"
1_00044,"USER:Can you find a place to eat?
SYSTEM:What kind of food are you looking for? An example can be Chinese, American or anything else.
USER:Some Sichuan food would be good.
SYSTEM:Which city should I search in?
USER:Look in Mountain View.
SYSTEM:I found 3 restaurants. One of them is China Wok located in Mountain View.
USER:Is the restaurant inexpensive?`
SYSTEM:The price range is moderate.
USER:Can you suggest a restaurant with inexpensive pricing?
SYSTEM:Hunan Chili is an inexpensive restaurant in Mountain View.
USER:What is the address? Do they have live music?
SYSTEM:The street address is 102 Castro Street. They do not have live music.
USER:Yes, that's perfect. I want to reserve a table for 4.
SYSTEM:What time should I reserve for?
USER:6 in the evening.
SYSTEM:Ok, I will reserve a table for 4 at Hunan Chili in Mountain View. The reservation is today at 6 pm.
USER:That works for me. What is the restaurant's phone number?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Mountain View', 'date': '2019-03-01', 'party_size': '4', 'restaurant_name': 'Hunan Chili', 'time': '18:00'}}]"
1_00045,"USER:I would like to find a Chinese food restaurant.
SYSTEM:In which city?
USER:Search in San Mateo.
SYSTEM:There are 5 restaurants, Gau Poang is a nice restaurant located in San Mateo.
USER:How expensive are they?
SYSTEM:The price range is moderate.
USER:Can you suggest other restaurants in SF?
SYSTEM:Alice's restaurant is located in San Francisco.
USER:Can you suggest another restaurant?
SYSTEM:Bamboo Restaurant is located in San Francisco.
USER:What is the address?
SYSTEM:The address is 1441 Polk Street.
USER:Ok, make a reservation at 12 o""clock in the afternoon.
SYSTEM:Please confirm you are booking a table for 2 at Bamboo Restaurant, located in San Francisco today at 12 pm.
USER:Yes, how expensive are they?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Bamboo Restaurant', 'time': '12:00'}}]"
1_00046,"USER:Can you find me place to eat?
SYSTEM:What kind of food would you like to have and where would you like me to search in?
USER:Food kind of California will be perfect in SF.
SYSTEM:There are 10 restaurants, Al's Place is one of the good restaurant in San Francisco.
USER:Can you look for any other restaurant?
SYSTEM:Alta Msp is one of the good restaurant in San Francisco.
USER:Can you find me the address?
SYSTEM:The street address of the restaurant is 1275 Minnesota Street.
USER:Can you find me any other restaurant?
SYSTEM:Aq is one of the good restaurant in San Francisco.
USER:Do they play live music and is the price range low-cost?
SYSTEM:They do not play live music and the price range is very expensive.
USER:Okay. That sound good to me.
SYSTEM:Do you want my help with anything else?
USER:Can you help me in making a reservation at the restaurant?
SYSTEM:What time should i make the reservation for?
USER:The timing will be half past 7 in the evening.
SYSTEM:Please confirm the details: You want me to make a reservation at Aq in San Francisco for today at 7:30 pm for 2 people.
USER:Yes, that sounds great to me.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Aq', 'time': '19:30'}}]"
1_00047,"USER:I am searching for a eating place with a intermediate priced
SYSTEM:Which city you are interested and what is the type of food you are searching for like American, Mexican etc
USER:Some Izakaya kind of food good in Foster City
SYSTEM:I have found out 2 restaurant for you and one of them is Tokai Japanese Restaurant located in Foster city is a nice one.
USER:Can you tell me other restaurant names?
SYSTEM:The restaurant Tokyo Village Grill & Sushi located in Foster City is a nice one.
USER:Are there any live music?
SYSTEM:There is no live music.
USER:Ok. that is perfect for me and want to reserve that restaurant on March 4th.
SYSTEM:What is the reservation time?
USER:Do the reservation at evening 6:30
SYSTEM:please give the confirmation details:Booking the table at Tokyo Village Grill & Sushi at Foster City and the reservation is for 2 people at 6:30 pm on next monday
USER:This is perfect. what is the address and contact number?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Foster City', 'date': '2019-03-04', 'party_size': '2', 'restaurant_name': 'Tokyo Village Grill & Sushi', 'time': '18:30'}}]"
1_00049,"USER:Can you help me locate a place to eat?
SYSTEM:Which city should I look in and what type of food would you like? Please say Chinese, American or anything else.
USER:Some Punjabi food would be great. Please look in Pleasanton.
SYSTEM:I found 7 restaurants in Pleasanton. The first one is Aappakadai.
USER:Do they have live music?
SYSTEM:No, they do not.
USER:That is fine. Please make a reservation.
SYSTEM:What time would you like the reservation for?
USER:Please make if at 12:15.
SYSTEM:Please confirm the following details: Booking a table for 2 at Aappakadai in Pleasanton for today at 12:15 pm.
USER:Yes, that is correct. What is their address and phone number?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Pleasanton', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Aappakadai', 'time': '12:15'}}]"
1_00050,"USER:I'm looking for somewhere to eat.
SYSTEM:Where should I look? And what type of cuisine?
USER:I'd like pizza and somewhere in Sunnyvale.
SYSTEM:I found 3 places. Gumba's is a good place in Sunnyvale.
USER:What's their number?
SYSTEM:It's 408-737-8384
USER:Do they serve alcohol? What's their address?
SYSTEM:yes they do. they are located on 176 South Murphy Avenue.
USER:That works. I want to reserve a table.
SYSTEM:What time?
USER:Make it in the evening 7:15.
SYSTEM:Just to confirm, you want a table at Gumba's in Sunnyvale for 2 people today at 7:15 pm?
USER:No, make it in the afternoon 12:30.
SYSTEM:Okay, so a reservation for 2 at 12:30 pm?
USER:No, I want it to be for next tuesday, and only for one person.
SYSTEM:Okay, a table for 1 next tuesday?
USER:Yes.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Sunnyvale', 'date': '2019-03-05', 'party_size': '1', 'restaurant_name': ""Gumba's"", 'time': '12:30'}}]"
1_00053,"USER:Please search for an economical priced place to eat that serves alcohol.
SYSTEM:What kind of food do you prefer? Which city should the search use?
USER:I prefer it in Oakland. I am craving Pizza.
SYSTEM:Your search found 4 restaurants. One is Belotti Ristorante E Bottega which is located in Oakland.
USER:Do they happen to have live music? What is their phone number?
SYSTEM:Their number is 510-350-7619. They do not happen to have live music.
USER:Are there other restaurant options?
SYSTEM:Contrasto is a nice restaurant and located in Oakland.
USER:That will do.
SYSTEM:Is there anything else you needed help with?
USER:I want to make a restaurant reservation.
SYSTEM:What time did you prefer?
USER:I would like it to be half past 11 in the morning.
SYSTEM:Please say yes to confirm the following. Booking a table at Contrasto in Oakland with a reservation at 11:30 am today. The reservation is a party of 2.
USER:Its actually a party of 4.
SYSTEM:Please say yes to confirm the following. The city is Oakland, and the reservation is for a party of 4.
USER:That will do.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Oakland', 'date': '2019-03-01', 'party_size': '4', 'restaurant_name': 'Contrasto', 'time': '11:30'}}]"
1_00054,"USER:I want a good place to eat that is fancy priced
SYSTEM:what kind of food do you want? There is Mexican, Indian or anything else. What city do I need to search in?
USER:I need it in SFO. French food will be perfect.
SYSTEM:Bistro Aix is a good restaurant in San Francisco
USER:Yes that works. I want a reservation at a nearby restaurant.
SYSTEM:what time for the reservation?
USER:I want it at 13:15
SYSTEM:Confirm Bistro Aix and the city is San Francisco. Reservation os 1:15 pm and for 2 people today
USER:Is there live music?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Bistro Aix', 'time': '13:15'}}]"
1_00055,"USER:I would like to look for a place where I could eat.
SYSTEM:What kind of food do you prefer to eat? Which city are you located now?
USER:Please look in Dublin, a burger is perfect to have now.
SYSTEM:I have found 1 restaurant that you might like, maybe you like McDonald's in Dublin?
USER:I want a restaurant with music.
SYSTEM:Yes, they have live music.
USER:Alright, please make a reservation for me at this evening 7:15.
SYSTEM:Please do confirm the following details: book seats at McDonald's in Dublin at 7:15 pm for 2 people today.
USER:Please make it at 7 pm.
SYSTEM:Please do confirm the following details: book seats at McDonald's in Dublin at 7 pm.
USER:Actually its for 3 people on 14th of March.
SYSTEM:Please do confirm the following details: book seats at McDonald's in Dublin for 3 people on March 14th.
USER:Yes, that's right. How about the price range, is it very fancy?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Dublin', 'date': '2019-03-14', 'party_size': '3', 'restaurant_name': ""Mcdonald's"", 'time': '19:00'}}]"
1_00057,"USER:Do you know of any places to eat in San Francisco?
SYSTEM:Is there a specific food you're looking for, for example Indian, Italian, or anything else?
USER:American food would really hit the spot.
SYSTEM:There's a nice restaurant called 1760 in San Francisco.
USER:Do you have any other suggestions? I would prefer something with a moderate price range.
SYSTEM:There are 10 restaurants that match. There's a nice restaurant called Academy Bar and Kitchen that's in San Francisco.
USER:Do you have their phone number? And do they serve liquor?
SYSTEM:You can call them at 415-775-1800. And they do not serve alcohol.
USER:Okay, that works. Please make me a reservation for 12:45 pm.
SYSTEM:So you'd like a 12:45 pm reservation today at Academy Bar and Kitchen in San Francisco for 2 people, is that right?
USER:Yeah, that's it.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Academy Bar And Kitchen', 'time': '12:45'}}]"
1_00058,"USER:I'm looking for restaurants.
SYSTEM:In which city?
USER:In Oakland.
SYSTEM:Which cuisine? Maybe Mexican or Indian?
USER:I like Fish best.
SYSTEM:I found 7 restaurants matching this query. One is Alamar Kitchen & Bar in Oakland.
USER:Any other options?
SYSTEM:There's Judoku Sushi in Oakland.
USER:Any others? I want something afforadable.
SYSTEM:I found 4 restaurants to match. One is Lake Chalet in Oakland.
USER:Do they have liquor and live music?
SYSTEM:They do have liquor and live music.
USER:That works. I want to make a reservation.
SYSTEM:For what time?
USER:For two people, 10:30 in the morning.
SYSTEM:Please confirm: Table for 2 at Lake Chalet, 10:30 am today in Oakland.
USER:That works. What's their address and number?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Oakland', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Lake Chalet', 'time': '10:30'}}]"
1_00059,"USER:I would like to find a place to eat.
SYSTEM:What kind of food are you wanting? And where should I search?
USER:Find me a sushi place in Alameda.
SYSTEM:I have found a restaurant called Angel Fish in Alameda.
USER:That works for me. I would like to make a reservation.
SYSTEM:What time should the reservation be?
USER:I would like it at afternoon 1:15.
SYSTEM:Please confirm the following: You want a table at Angel Fish in Alameda at 1:15 pm today for 2 people.
USER:Yup, that's correct.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Alameda', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Angel Fish', 'time': '13:15'}}]"
1_00061,"USER:I'd like to find a place to eat in this city.
SYSTEM:What kind of restaurants are you interested in? Which city should I search?
USER:Look for burger restaurants in Campbell.
SYSTEM:There's a good restaurant in Campbell called Effie's Restaurant & Bar
USER:What is Effie's address and do they serve drinks?
SYSTEM:They don't serve drinks but their address is 331 West Hacienda Avenue.
USER:I'd like to make a reservation there.
SYSTEM:What time would you like your reservation?
USER:Make it on the 4th of this month please in the evening 6:30.
SYSTEM:Please confirm your request: You'd like to book a table for 2 at Effie's Restaurant & Bar in Campbell at 6:30 pm for next Monday.
USER:No I'd like a reservation on the 1st.
SYSTEM:Please confirm the city you're booking in is Campbell and the date is for today.
USER:No the reservation is for 3 people.
SYSTEM:Please confirm: the reservation you want is for 6:30 pm for 3 people.
USER:Yes, sounds good.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Campbell', 'date': '2019-03-01', 'party_size': '3', 'restaurant_name': ""Effie's Restaurant & Bar"", 'time': '18:30'}}]"
1_00062,"USER:What would be a good place to eat?
SYSTEM:What sort of food are you looking for? Mexican, American, etc? And which city should I search in?
USER:I want some Noodles, and search in Berkeley.
SYSTEM:Upon searching I have found 6 restaurants. There's one called Crave Asia which is pretty nice and situated in Berkeley.
USER:Do you have their number? And do they have live music?
SYSTEM:Unfortunately no, they do not have live music, however here is the number: 510-558-8367.
USER:I think that works out, make a reservation at the restaurant.
SYSTEM:What time should the reservation be for?
USER:11:30 in the morning seems good.
SYSTEM:Okay, please confirm the details one more time: Booking a table for 2 people at Crave Asia in Berkeley, the reservation should be for 11:30 AM and the date is today, correct?
USER:Yeah, that's good. Do they serve liquor, and what is their address?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Berkeley', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Crave Asia', 'time': '11:30'}}]"
1_00064,"USER:I need a place to eat.
SYSTEM:In which city should I search and what type of food are you interested in. Please specify if you want American, Mexican or something else.
USER:I'm looking for brunch in San Fran.
SYSTEM:There is a nice restaurant named 1300 On Fillmore located in San Francisco.
USER:Is there a different restaurant you can suggest.
SYSTEM:There is another nice restaurant named the Absinthe Brasserie & Bar in San Francisco.
USER:Is there any other restaurant you can suggest?
SYSTEM:Aperto is another nice restaurant in San Francisco.
USER:Is there live music there?
SYSTEM:No. Sorry,there is not live music.
USER:Where are they located?
SYSTEM:They are located at 1434 18th Street.
USER:Yes. I would like to book a table.
SYSTEM:What time would you like me to reserve?
USER:I need it for 11:00.
SYSTEM:Please confirm you want me to reserve a table for 2 people at 11 am at Aperto in San Francisco today.
USER:Yes, perfect. Is it in the very fancy price range?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Aperto', 'time': '11:00'}}]"
1_00066,"USER:Do you know a place to eat?
SYSTEM:Which city are you looking?
USER:Do you know a place to eat in Petaluma?
SYSTEM:What kind of food?
USER:I am looking for an Italian restaurant.
SYSTEM:In Petaluma there are 4 restaurants. Brixx Pizzeria is a nice one.
USER:What's the number of the restaurant? Is there live music?
SYSTEM:They do have live music. The number is 707-664-1418.
USER:I would like to make a reservation for six at a restaurant.
SYSTEM:What time do you want the reservation?
USER:At 5 pm.
SYSTEM:You want to make a reservation at 5 pm today for 6 people at Brixx Pizzeria in Petaluma?
USER:Yes that's right. What's the address?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Petaluma', 'date': '2019-03-01', 'party_size': '6', 'restaurant_name': 'Brixx Pizzeria', 'time': '17:00'}}]"
1_00070,"USER:I think dining out will be a wonderful thing. Look for a suitable place please.
SYSTEM:Do you prefer any city and what should be the menu?
USER:It will be fine at San Francisco and pizza and pasta will cherish me.
SYSTEM:Then 54 Mint Ristorante Italiano in San Francisco will be the right one.
USER:Great, make a reservation for me.
SYSTEM:When you would like to dine at?
USER:5:30 in the evening.
SYSTEM:Please confirm, Today at 5:30 pm in San Francisco, table 54 Mint Ristorante Italiano for 2 people.
USER:Please make it on March 3rd for 3 people.
SYSTEM:It is ok, now verify for 3 people on day after tomorrow.
USER:will you make it at 11:30 am on 7th of March?
SYSTEM:The details of reservation are, time 11:30 am on next Thursday.
USER:Ok, its fine. thank you.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-07', 'party_size': '3', 'restaurant_name': '54 Mint Ristorante Italiano', 'time': '11:30'}}]"
1_00071,"USER:I am meeting a friend for food later. Can you find me a pricey place nearby?
SYSTEM:Are you looking for Mexican, American, or some other type of food?
USER:A place with pasta will be perfect?
SYSTEM:What city are you meeting in?
USER:We are meeting in San Francisco.
SYSTEM:There is a nice restaurant in San Francisco called Ala Romana.
USER:Are there any other nice restaurants in the area?
SYSTEM:Che Fico is another nice restaurant in San Francisco.
USER:Do they serve liquor?
SYSTEM:They do not serve liquor.
USER:Can you suggest any Mexican food restaurants?
SYSTEM:There are 3 Mexican restaurants in the area. Cala is a nice one in San Francisco.
USER:Do they serve liquor?
SYSTEM:Yes, they serve liquor.
USER:I want to make a reservation for Cala.
SYSTEM:What time would you like to make the reservation for?
USER:Make it for one in the afternoon on March 7th.
SYSTEM:To confirm, the reservation is at Cala in San Francisco at 1 pm next Thursday for 2 people.
USER:Please change it to a quarter past 12 in the afternoon.
SYSTEM:To confirm, the reservation is at 12:15 pm for 2 people.
USER:Yes, that is good. Do they have live music?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-07', 'party_size': '2', 'restaurant_name': 'Cala', 'time': '12:15'}}]"
1_00073,"USER:I would like to eat at outside, can you find some nice place?
SYSTEM:Do you like any particular kind of food like Italian, Chinese or any other?
USER:Yes, some salad type food with low-cost will be perfect. Also I need live music there.
SYSTEM:Any preferred City , do I search for?
USER:If I got any place in San Jose then it will be nice for me.
SYSTEM:found 1 result, a restaurant in San Jose and its name is Mcdonald's.
USER:What is the address of that restaurant?
SYSTEM:It is 777 story Road.
USER:Do they have any liquor supply?
SYSTEM:No, they do not.
USER:That's okay, can you make me a reservation at this restaurant for day after tomorrow.
SYSTEM:at what time?
USER:11:30 in the morning will be perfect.
SYSTEM:Please confirm to book a table for 2 persons at Mcdonald's in San Jose at 11:30 am on day after tomorrow.
USER:Make it for one person.
SYSTEM:Please confirm to book the table for 1 person in San Jose.
USER:Sorry, please change it to 3 persons and the date will be 2nd of March.
SYSTEM:Please confirm to book the table for 3 persons on tomorrow.
USER:Yes, that is correct. continue.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Jose', 'date': '2019-03-02', 'party_size': '3', 'restaurant_name': ""Mcdonald's"", 'time': '11:30'}}]"
